,fluxes,kcat,MW,kcat_MW,equ
ASR,0.0,16666.5574944,53.0996973055,313.87292847474856,aso4_c + 2.0 gthrd_c --> aso3_c + gthox_c + h2o_c
ASO3tex_num1,0.0,,,,aso3_e --> aso3_p
AGMtex_num1,0.0,,,,agm_e --> agm_p
ALAtex_num1,0.0,,,,ala__L_e --> ala__L_p
BALAtex_num1,0.0,,,,ala_B_e --> ala_B_p
DALAtex_num1,0.0,,,,ala__D_e --> ala__D_p
MANGLYCtex_num1,0.0,,,,manglyc_e --> manglyc_p
EX_frulys_e,0.0,,,,frulys_e --> 
AMPtex_num1,0.0,,,,amp_e --> amp_p
METOX1s,0.0,,,,h2o2_c + met__L_c --> h2o_c + metsox_S__L_c
XTSNH,0.0,482024.57544,43.0054254984,11208.45962698203,h2o_c + xtsn_c --> rib__D_c + xan_c
METOX2s,0.0,,,,h2o2_c + met__L_c --> h2o_c + metsox_R__L_c
FRUURt2rpp,0.0,,,,fruur_p + h_p --> fruur_c + h_c
FRUURtex_num1,0.0,,,,fruur_e --> fruur_p
ARBtex_num1,0.0,,,,arab__L_e --> arab__L_p
ARGtex_num1,0.0,,,,arg__L_e --> arg__L_p
INSH,0.068236408513518,36111.155004,43.0054254984,839.6883552598149,h2o_c + ins_c --> hxan_c + rib__D_c
ASCBtex_num1,0.0,,,,ascb__L_e --> ascb__L_p
FACOAL100t2pp_num1,0.0,19405.0535616,164.652845272,117.85434700228602,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c
RIBabcpp_num1,0.0,,,,atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c
ECAtpp,0.0,86843.56536,59.3815578481,1462.466942718962,unagamuf_c --> unagamuf_p
O16AT,0.0,23247.175662,28.6278868523,812.046511918231,accoa_c + ragund_c --> aragund_c + coa_c
O16GALFT,0.0,22063.75587,49.8686903156,442.4370427690576,garagund_c + udpgalfur_c --> gfgaragund_c + h_c + udp_c
O16GLCT2,0.0,,,,gfgaragund_c + udpg_c --> h_c + o16aund_c + udp_c
O16AUNDtpp,0.0,56567.012652,59.9401127498,943.7254962819326,o16aund_c --> o16aund_p
O16AP1pp,0.0,18394.4046456,107.245446827,171.51688197329645,2.0 o16aund_p --> h_p + o16a2und_p + udcpdp_p
GPDDA3pp,0.0,36706.068108,107.8895878191,340.21881860875754,g3ps_p + h2o_p --> glyc3p_p + h_p + ser__L_p
GPDDA4pp,0.0,41144.260428,107.8895878191,381.3552471531096,g3pg_p + h2o_p --> glyc3p_p + glyc_p + h_p
GPDDA2pp,0.0,41162.269212,107.8895878191,381.5221657998857,g3pe_p + h2o_p --> etha_p + glyc3p_p + h_p
FACOAL120t2pp_num1,0.0,19622.5599708,80.2674696063,244.4646637927636,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c
GLYCAt2rpp_num1,0.0,,,,glyc__R_p + h_p --> glyc__R_c + h_c
GLYCAtex_num1,0.0,,,,glyc__R_e --> glyc__R_p
FACOAL140t2pp_num1,0.0,15392.7964368,80.2674696063,191.7688013874036,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c
EX_enlipa_e,0.0,,,,enlipa_e --> 
BUTtex_num1,0.0,,,,but_e --> but_p
EX_hacolipa_e,0.0,,,,hacolipa_e --> 
AGM4PCP,0.0,46441.373436,44.3350476775,1047.5092701787926,anhgm4p_c + h2o_c --> ala__D_c + anhgm3p_c
4PCP,0.0,27706.1782968,44.3350476775,624.9272245817582,LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c
FE3HOXtonex,0.0,,,,fe3hox_e + h_p --> fe3hox_p + h_c
CU2abcpp,0.0,,,,atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c
COBALT2abcpp,0.0,,,,atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c
NI2abcpp,0.0,,,,atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c
MG2uabcpp,0.0,,,,atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c
4PCPpp,0.0,37289.775564,27.7889318427,1341.8930880495795,LalaDgluMdapDala_p + h2o_p --> LalaDgluMdap_p + ala__D_p
HCYSMT2,0.0,9603.5286816,44.1439318244,217.5503695457361,hcys__L_c + mmet_c --> h_c + 2.0 met__L_c
FALDH2,0.0,29317.2720552,103.968609014,281.9819591051012,hmgth_c + nad_c --> Sfglutth_c + h_c + nadh_c
CHLtex_num1,0.0,,,,chol_e --> chol_p
GLYBabcpp_num1,0.0,,,,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c
GLYC3Pt6pp,0.0,,,,glyc3p_p + pi_c --> glyc3p_c + pi_p
MMETtex_num1,0.0,,,,mmet_e --> mmet_p
FE3tex_num1,0.0,,,,fe3_e --> fe3_p
MG2tex_num1,0.00243372820503712,,,,mg2_e --> mg2_p
Zn2tex_num1,9.566585797321705e-05,,,,zn2_e --> zn2_p
MMETt2pp,0.0,,,,h_p + mmet_p --> h_c + mmet_c
CD2tex_num1,0.0,,,,cd2_e --> cd2_p
GLYCLTt4pp,0.0,,,,glyclt_p + na1_p --> glyclt_c + na1_c
GLYCtpp_num1,0.0,,,,glyc_c --> glyc_p
H2Otpp_num1,0.0,,,,h2o_p --> h2o_c
GLNabcpp,0.0,,,,atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c
CO2tex_num1,0.0,,,,co2_e --> co2_p
GLUabcpp,0.0,,,,atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c
GLUABUTt7pp,0.0,,,,4abut_c + glu__L_p --> 4abut_p + glu__L_c
GLUt2rpp,0.0,,,,glu__L_p + h_p --> glu__L_c + h_c
HCINNMt2rpp,0.0,,,,3hcinnm_p + h_p --> 3hcinnm_c + h_c
HISabcpp,0.0,,,,atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c
HISt2rpp,0.0,,,,h_p + his__L_p --> h_c + his__L_c
CBIAT,0.0,17689.4696268,29.0555531497,608.81544865659,atp_c + cbi_c + h_c --> adocbi_c + pppi_c
GLUt4pp,0.0,,,,glu__L_p + na1_p --> glu__L_c + na1_c
GLYALDtpp,0.0,,,,glyald_p --> glyald_c
CRNtex_num1,0.0,,,,crn_e --> crn_p
EX_etha_e,0.0,,,,etha_e --> 
ACGK,0.08298297789329565,30240.0,71.74320066429999,421.5033580882275,acglu_c + atp_c --> acg5p_c + adp_c
LYSabcpp,0.0,,,,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c
COBALT2tex_num1,7.01362595111562e-06,,,,cobalt2_e --> cobalt2_p
LCTSt3ipp_num1,0.0,,,,h_p + lcts_c --> h_c + lcts_p
PPK2,0.0,39038.030568,212.463507099,183.73993304087628,atp_c + ppi_c --> adp_c + pppi_c
ARBt3ipp,0.0,,,,arab__L_c + h_p --> arab__L_p + h_c
14GLUCANabcpp,0.0,,,,14glucan_p + atp_c + h2o_c --> 14glucan_c + adp_c + h_c + pi_c
14GLUCANtexi,0.0,,,,14glucan_e --> 14glucan_p
DINStex_num1,0.0,,,,din_e --> din_p
DHPTPE,0.0,17759.9522448,148.7933993199,119.35981250496734,ahdt_c --> dhmptp_c
PPDOy,0.0,27609.9056604,50.1608453032,550.4274398389899,h_c + lald__D_c + nadph_c --> 12ppd__R_c + nadp_c
FALGTHLs,0.0,,,,fald_c + gthrd_c --> hmgth_c
NTD12pp_num1,0.0,17007.5433852,80.334696952,211.7085646736429,dimp_p + h2o_p --> din_p + pi_p
PPA2_num1,0.0,9737.9170488,153.5687861787,63.4107834743741,h2o_c + pppi_c --> h_c + pi_c + ppi_c
DIMPtex_num1,0.0,,,,dimp_e --> dimp_p
EX_hdca_e,0.0,,,,hdca_e --> 
EX_glcr_e,0.0,,,,glcr_e --> 
GNK_num1,0.0,26754.973524,51.6245259418,518.260904790928,atp_c + glcn_c --> 6pgc_c + adp_c + h_c
HMBS,0.00012512308696790265,468.0,44.7105434414,10.46732971638749,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c
3NTD7pp_num1,0.0,55966.42332,93.5532572906,598.2306222235981,3amp_p + h2o_p --> adn_p + pi_p
DMStex_num1,0.0,,,,dms_e --> dms_p
3NTD4pp_num1,0.0,46917.559116,130.5943360756,359.2618219586476,3cmp_p + h2o_p --> cytd_p + pi_p
3NTD2pp_num1,0.0,44836.482564,93.5532572906,479.2615870629344,3ump_p + h2o_p --> pi_p + uri_p
3NTD9pp_num1,0.0,39469.580028,93.5532572906,421.8942361931614,3gmp_p + h2o_p --> gsn_p + pi_p
RMK,0.0,33912.9663948,71.412875337,474.8858834595786,atp_c + rml_c --> adp_c + h_c + rml1p_c
FHL_num1,0.0,166094.043336,617.3620553704,269.0383088677976,for_c + h_c --> co2_c + h2_c
HYPOE,0.0,,,,h2o_c + pyam5p_c --> pi_c + pydam_c
MEPCT,0.000670222095888607,12960.0,67.9861297885,190.62711821245944,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c
GLUDy,0.0,180117.918936,384.9897443786,467.8512130932806,glu__L_c + h2o_c + nadp_c --> akg_c + h_c + nadph_c + nh4_c
23PDE7pp,0.0,57434.654484,93.5532572906,613.9246900361094,23camp_p + h2o_p --> 3amp_p + h_p
GALTptspp,0.0,,,,galt_p + pep_c --> galt1p_c + pyr_c
GALURt2rpp,0.0,,,,galur_p + h_p --> galur_c + h_c
ZN2abcpp,0.0,,,,atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_p
CSNtex_num1,0.0,,,,csn_e --> csn_p
GLYCLTDy_num1,0.0,62636.42448,46.680608448200005,1341.8082274892722,glx_c + h_c + nadph_c --> glyclt_c + nadp_c
LYSDC_num1,0.0,11370.9205044,1064.414923019,10.68278944469198,h_c + lys__L_c --> 15dap_c + co2_c
DAAD,0.0,27473.0237568,125.7568728858,218.46140991234964,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c
GLCNt2rpp_num1,5.787086950454355,,,,glcn_p + h_p --> glcn_c + h_c
GLCptspp_num1,4.212913049545645,,,,glc__D_p + pep_c --> g6p_c + pyr_c
GLCRt2rpp_num1,0.0,,,,glcr_p + h_p --> glcr_c + h_c
GLCt2pp,0.0,,,,glc__D_p + h_p --> glc__D_c + h_c
UREAtpp,0.0,,,,urea_p --> urea_c
XANt2pp_num1,0.0,,,,h_p + xan_p --> h_c + xan_c
GLYC3Pabcpp,0.0,,,,atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c
PPPNt2rpp,0.0,,,,h_p + pppn_p --> h_c + pppn_c
PTRCORNt7pp,0.0,,,,orn_c + ptrc_p --> orn_p + ptrc_c
GLCURt2rpp_num1,0.0,,,,glcur_p + h_p --> glcur_c + h_c
ACMUMptspp,0.0,,,,acmum_p + pep_c --> acmum6p_c + pyr_c
EX_h2o_e,18.640005675147304,,,,h2o_e --> 
EX_ala__D_e,0.0,,,,ala__D_e --> 
HSTPT,0.026578275814271662,11880.0,103.9716467919,114.2619201153744,glu__L_c + imacp_c --> akg_c + hisp_c
SPMDabcpp_num1,0.0,,,,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c
CYNTtex_num1,0.0,,,,cynt_e --> cynt_p
HG2tex_num1,0.0,,,,hg2_e --> hg2_p
NTPP5_num1,0.0,21294.5677704,22.8570333834,931.6418020312844,datp_c + h2o_c --> damp_c + h_c + ppi_c
THDPS,0.10406790131761551,8640.0,78.9613571866,109.4206116490895,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c
ACONMT,0.0,176845.203036,38.310341638,4616.121795703001,acon_T_c + amet_c --> aconm_c + ahcys_c
XTSNtex_num1,0.0,,,,xtsn_e --> xtsn_p
ATPM,6.86,,,,atp_c + h2o_c --> adp_c + h_c + pi_c
CYStex_num1,0.0,,,,cys__L_e --> cys__L_p
NADPPPS,0.0,,,,h2o_c + nadp_c --> nad_c + pi_c
EX_mnl_e,0.0,,,,mnl_e --> 
THRD_L_num1,0.0,57035.450556,296.884675713,192.1131510712816,thr__L_c --> 2obut_c + nh4_c
EX_malt_e,0.0,,,,malt_e --> 
NTD3_num1,0.0,11259.2880576,59.9843586453,187.7037333045189,dcmp_c + h2o_c --> dcyt_c + pi_c
CYTDtex_num1,0.0,,,,cytd_e --> cytd_p
GLYOX,0.0,10623.0033648,37.5553877912,282.8622999145062,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c
DADNtex,0.0,,,,dad_2_e --> dad_2_p
4PEPTtex_num1,0.0,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
NAMNPP,0.0,9308.6997804,60.6199146129,153.5584442809343,atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c
EX_pnto__R_e,0.0,,,,pnto__R_e --> 
SELNPS,0.0,91807.868844,96.9110584885,947.3415137127454,atp_c + h2o_c + seln_c --> amp_c + pi_c + selnp_c
DHAtex_num1,0.0,,,,dha_e --> dha_p
ETOHtex_num1,0.0,,,,etoh_e --> etoh_p
MTRPOX,0.0,11031.88203,54.022257246,204.209942205198,Nmtrp_c + h2o_c + o2_c --> fald_c + h2o2_c + trp__L_c
AGM4PCPpp,0.0,34105.0165776,27.7889318427,1227.287783879293,anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p
GTPDPDP,0.0,11616.6591576,144.9446667979,80.14547491973195,gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c
CRNCAR,0.0,203054.079888,37.2328550246,5453.626367192116,crncoa_c --> crnDcoa_c
GALabcpp_num1,0.0,,,,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c
GLYCLTt2rpp_num1,0.0,,,,glyclt_p + h_p --> glyclt_c + h_c
GUAt2pp,0.0,,,,gua_p + h_p --> gua_c + h_c
HPPPNt2rpp,0.0,,,,3hpppn_p + h_p --> 3hpppn_c + h_c
RNDR2_num1,0.0,10997.845776,357.1260567841,30.79541682014183,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
EX_asn__L_e,0.0,,,,asn__L_e --> 
ANHMK,0.0,21852.9927432,52.1656466399,418.9154002834746,anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c
DCAtex_num1,0.0,,,,dca_e --> dca_p
DHFR_num1,0.0,17578.9038888,34.8001232359,505.1391275150861,dhf_c + h_c + nadph_c --> nadp_c + thf_c
EX_cit_e,0.0,,,,cit_e --> 
PRAIi,0.015947021597570606,18000.0,65.3680935479,275.36369845037746,pran_c --> 2cpr5p_c
EX_mal__L_e,0.0,,,,mal__L_e --> 
NMNN,0.0,,,,h2o_c + nmn_c --> h_c + ncam_c + r5p_c
XAND,0.0,65517.635124,171.4355429362,382.1706631067893,h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c
EX_no2_e,0.0,,,,no2_e --> 
HACD3_num1,0.0,39593.451204000005,210.2509481694,188.31520879563124,3oocoa_c + h_c + nadh_c --> 3hocoa_c + nad_c
TYRTA_num1,0.0,69547.959756,115.1010083991,604.2341481045079,akg_c + tyr__L_c --> 34hpp_c + glu__L_c
SHKK_num1,0.0,61262.159292,25.805262874,2374.018028459011,atp_c + skm_c --> adp_c + h_c + skm5p_c
DCYTtex,0.0,,,,dcyt_e --> dcyt_p
EX_gam_e,0.0,,,,gam_e --> 
ACACtex_num1,0.0,,,,acac_e --> acac_p
ACNAMtex_num1,0.0,,,,acnam_e --> acnam_p
ARBTNabcpp,0.0,,,,arbtn_fe3_p + atp_c + h2o_c --> adp_c + arbtn_fe3_c + h_c + pi_c
EX_inost_e,0.0,,,,inost_e --> 
EX_mobd_e,0.0,,,,mobd_e --> 
NNDMBRT,0.0,31557.0916368,97.702861902,322.9904531195111,dmbzid_c + nicrnt_c --> 5prdmbz_c + h_c + nac_c
DGSNtex_num1,0.0,,,,dgsn_e --> dgsn_p
THRA2_num1,0.0,17869.4775252,119.7058834636,149.27818924316887,athr__L_c --> acald_c + gly_c
ASO3t8pp,0.0,,,,aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c
H2Stex_num1,0.0,,,,h2s_e --> h2s_p
PPK,0.0,29958.5374272,212.463507099,141.00556766786517,atp_c + pi_c --> adp_c + ppi_c
EX_so4_e,0.0,,,,so4_e --> 
SADH,0.0,62717.07204,130.22438755829998,481.6077327445466,2.0 h2o_c + 2.0 h_c + sucarg_c --> co2_c + 2.0 nh4_c + sucorn_c
GLUSy,0.0,135501.647004,1137.514425477,119.12081637749723,akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c
GUAPRT_num1,0.0,17179.1999604,106.270716353,161.65506877111622,gua_c + prpp_c --> gmp_c + ppi_c
EX_phe__L_e,0.0,,,,phe__L_e --> 
EX_thr__L_e,0.0,,,,thr__L_e --> 
EX_uri_e,0.0,,,,uri_e --> 
OMCDC,0.12639423653528284,,,,3c4mop_c + h_c --> 4mop_c + co2_c
ABUTD,0.0,38704.045068,268.53956636,144.127904847042,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c
E4PD_num1,0.0,9322.4521548,197.0561617448,47.30860518268471,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c
IG3PS,0.026578275814271662,32266.5356988,66.1803689429,487.5544850262071,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c
PDH,0.0,270261.520272,6057.872366534899,44.61327408695299,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c
MTHFR2,0.043304651527530234,9720.0,174.8847416257,55.579462848756656,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c
DMSOR2pp,0.0,79462.906452,170.7104385592,465.483582156245,2dmmql8_c + dmso_p --> 2dmmq8_c + dms_p + h2o_p
H2St1pp,0.0,,,,h2s_c --> h2s_p
EX_nh4_e,0.0,,,,nh4_e --> 
DADK,0.0,15176.8681848,31.151751978,487.191481092884,atp_c + damp_c --> adp_c + dadp_c
DUTPDP_num1,0.0,13211.9680464,64.0131125272,206.3947139078117,dutp_c + h2o_c --> dump_c + h_c + ppi_c
EX_ddca_e,0.0,,,,ddca_e --> 
HYD3pp_num1,0.0,29005.9700688,637.8455275955,45.474913304079166,2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p
NO3R1pp_num1,0.0,401469.18948,331.465154399,1211.1957596505993,2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c
NTP5,0.0,30671.5130388,51.7654524209,592.5093204906784,ctp_c + h2o_c --> cdp_c + h_c + pi_c
CELBpts_num1,0.0,,,,cellb_e + pep_c --> 6pgg_c + pyr_c
FORt2pp_num1,0.0,,,,for_p + h_p --> for_c + h_c
EX_r5p_e,0.0,,,,r5p_e --> 
EX_glyc2p_e,0.0,,,,glyc2p_e --> 
MTAN,0.0,9431.398224,64.3320792067,146.60490287740845,5mta_c + h2o_c --> 5mtr_c + ade_c
DPR_num1,0.0001890873556420949,9584.9792424,44.735638128400005,214.25824339175043,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c
EX_halipa_e,0.0,,,,halipa_e --> 
AACPS5,0.0,9300.0835404,117.9971994335,78.81613788335098,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c
MANptspp,0.0,,,,man_p + pep_c --> man6p_c + pyr_c
EX_cmp_e,0.0,,,,cmp_e --> 
NTD8_num1,0.0,9939.3841836,33.5460492724,296.2907525381126,dgmp_c + h2o_c --> dgsn_c + pi_c
GALCTD,0.0,72941.940504,74.4937104368,979.169114765514,galct__D_c --> 5dh4dglc_c + h2o_c
EX_malthx_e,0.0,,,,malthx_e --> 
MLTG4,0.0,40858.37928,91.187488693,448.0700133935862,h2o_c + malthx_c --> glc__D_c + maltpt_c
UDPGDC,0.0,10429.014168,588.7125078409,17.714952594175983,nad_c + udpglcur_c --> co2_c + nadh_c + udpLa4o_c
PUNP4_num1,0.0,15875.6853492,236.4285369521,67.14792365532585,dgsn_c + pi_c --> 2dr1p_c + gua_c
AMAOTr,5.610900760892495e-07,3.6,125.0391648376,0.0287909792477873,8aonn_c + amet_c --> amob_c + dann_c
EX_csn_e,0.0,,,,csn_e --> 
EX_etoh_e,0.0,,,,etoh_e --> 
G6PP_num1,0.0,9870.7434372,39.2371280521,251.566409857862,g6p_c + h2o_c --> glc__D_c + pi_c
MMCD,0.0,22988.0368368,231.18216244150003,99.43689683505345,h_c + mmcoa__S_c --> co2_c + ppcoa_c
GLNS,0.4394617386602683,119723.277564,822.6369912623,145.53597617861791,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c
TYMtex_num1,0.0,,,,tym_e --> tym_p
GTHS,0.0,42649.465968,187.8715063028,227.01402041914835,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c
EX_g3pe_e,0.0,,,,g3pe_e --> 
EX_pacald_e,0.0,,,,pacald_e --> 
EX_his__L_e,0.0,,,,his__L_e --> 
EX_k_e,0.0,,,,k_e --> 
EX_na1_e,0.0,,,,na1_e --> 
ACACT1r_num1,0.0,64745.496936,61.4562280765,1053.522140268771,2.0 accoa_c --> aacoa_c + coa_c
ARGORNt7pp,0.0,,,,arg__L_p + orn_c --> arg__L_c + orn_p
EX_dmso_e,0.0,,,,dmso_e --> 
CMPtex_num1,0.0,,,,cmp_e --> cmp_p
DUMPtex_num1,0.0,,,,dump_e --> dump_p
XMPtex_num1,0.0,,,,xmp_e --> xmp_p
3PEPTtex_num1,0.0,,,,LalaDgluMdap_e --> LalaDgluMdap_p
EX_12ppd__S_e,0.0,,,,12ppd__S_e --> 
EX_pppn_e,0.0,,,,pppn_e --> 
ANHGMtex_num1,0.0,,,,anhgm_e --> anhgm_p
MALTptspp,0.0,,,,malt_p + pep_c --> malt6p_c + pyr_c
UDPKAAT,0.0,10842.161076,55.0099312954,197.09461220335385,glu__L_c + udpLa4o_c --> akg_c + udpLa4n_c
ULA4NFT,0.0,14287.5352836,588.7125078409,24.269121333941857,10fthf_c + udpLa4n_c --> h_c + thf_c + udpLa4fn_c
EX_acgam1p_e,0.0,,,,acgam1p_e --> 
NTD11pp_num1,0.0,16148.0229264,80.334696952,201.00932148967271,h2o_p + imp_p --> ins_p + pi_p
EX_galt_e,0.0,,,,galt_e --> 
DKGLCNR2x,0.0,19157.0607468,93.498841443,204.89088903287404,25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c
ACGS,0.08298297789329565,820800.0,389.8540192603001,2105.403457318118,accoa_c + glu__L_c --> acglu_c + coa_c + h_c
PDE1_num1,0.0,123619.649436,238.4269985784,518.4800805826156,camp_c + h2o_c --> amp_c + h_c
UPLA4FNT,0.0,32384.4050808,47.9957021243,674.7355210458297,udcpp_c + udpLa4fn_c --> uLa4fn_c + udp_c
UPLA4FNF,0.0,772257.60648,43.7331714214,17658.394792336287,h2o_c + uLa4fn_c --> for_c + uLa4n_c
ULA4Ntppi,0.0,36865.932048,34.7060841983,1062.2325422067004,uLa4n_c --> uLa4n_p
HEPT1,0.0,10345.0323492,46.9452913574,220.3635774766431,adphep_LD_c + lipa_c --> adp_c + h_c + hlipa_c
FALDtex_num1,0.0,,,,fald_e --> fald_p
MCITD,0.0,37457.914644,71.2580807414,525.6655000285106,2mcit_c --> 2mcacn_c + h2o_c
CU2tex_num1,0.00019890643197363896,,,,cu2_e --> cu2_p
EX_glcur1p_e,0.0,,,,glcur1p_e --> 
GLCATr,0.0,10408.4389476,79.626762624,130.71533495275912,accoa_c + glc__D_c --> acglc__D_c + coa_c
ALR2_num1,0.0,10013.5902312,40.9262646418,244.67393540168405,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
AMALT2,0.0,43134.187464,103.6853032055,416.01062185746633,malt_c + maltttr_c --> glc__D_c + maltpt_c
MLTP1,0.0,24684.3569376,239.1190836304,103.23039283537048,maltpt_c + pi_c --> g1p_c + maltttr_c
HEPT2,0.0,10836.90288,51.5657515433,210.15698512413223,adphep_LD_c + hlipa_c --> adp_c + h_c + hhlipa_c
FECRMUtex,0.0,,,,fecrm_un_p + h_p --> fecrm_un_e + h_c
ALAALAr_num1,0.007795785517184033,17736.166954800003,51.9272471134,341.55800549309544,2.0 ala__D_c + atp_c --> adp_c + alaala_c + h_c + pi_c
EX_thrp_e,0.0,,,,thrp_e --> 
CLtex_num1,0.001460236923022272,,,,cl_e --> cl_p
CYSDtex_num1,0.0,,,,cys__D_e --> cys__D_p
CYSDabcpp,0.0,,,,atp_c + cys__D_p + h2o_c --> adp_c + cys__D_c + h_c + pi_c
HXAND,0.068236408513518,64608.619176,171.4355429362,376.8682857092488,h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c
EX_fald_e,0.0,,,,fald_e --> 
EX_pydxn_e,0.0,,,,pydxn_e --> 
EX_acgal_e,0.0,,,,acgal_e --> 
EX_so2_e,0.0,,,,so2_e --> 
EX_dms_e,0.0,,,,dms_e --> 
GMPtex_num1,0.0,,,,gmp_e --> gmp_p
IMPtex_num1,0.0,,,,imp_e --> imp_p
G3PItex_num1,0.0,,,,g3pi_e --> g3pi_p
CD2abcpp,0.0,,,,atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c
G3PGtex_num1,0.0,,,,g3pg_e --> g3pg_p
G3PEtex_num1,0.0,,,,g3pe_e --> g3pe_p
G3PCtex_num1,0.0,,,,g3pc_e --> g3pc_p
MOAT3C,0.0,11125.6214004,43.47997923729999,255.8791792351112,ckdo_c + phphhlipa_c --> cmp_c + h_c + kphphhlipa_c
UMPtex_num1,0.0,,,,ump_e --> ump_p
G1Ptex_num1,0.0,,,,g1p_e --> g1p_p
ADNK1,0.0,28.8,31.151751978,0.924506590202026,adn_c + atp_c --> adp_c + amp_c + h_c
CUt3,0.0,,,,cu_c + h_e --> cu_e + h_c
ZN2t3pp_num1,0.0,,,,h_p + zn2_c --> h_c + zn2_p
SKMtex_num1,0.0,,,,skm_e --> skm_p
MNt2pp,0.0,,,,h_p + mn2_p --> h_c + mn2_c
RHAT1,0.0,34002.421452,48.5126526765,700.8980044595893,dtdprmn_c + kphphhlipa_c --> dtdp_c + h_c + icolipa_c
GLCabcpp,0.0,,,,atp_c + glc__D_p + h2o_c --> adp_c + glc__D_c + h_c + pi_c
GALT1,0.0,95078.506608,53.9217464207,1763.2683086002633,gicolipa_c + udpg_c --> gagicolipa_c + h_c + udp_c
MNtex_num1,0.0001938566212888357,,,,mn2_e --> mn2_p
GAL1Ptex_num1,0.0,,,,gal1p_e --> gal1p_p
GLCTR2,0.0,15230.7023796,52.0690981336,292.5094331482512,gagicolipa_c + udpg_c --> ggagicolipa_c + h_c + udp_c
G2PPpp_num1,0.0,26350.740378,137.9074561766,191.0755307113784,glyc2p_p + h2o_p --> glyc_p + pi_p
UDPGPpp,0.0,13977.3533436,80.334696952,173.9889969579579,h2o_p + udpg_p --> g1p_p + 2.0 h_p + ump_p
EX_acgal1p_e,0.0,,,,acgal1p_e --> 
EX_cyan_e,0.0,,,,cyan_e --> 
EX_tyrp_e,0.0,,,,tyrp_e --> 
O2Stex_num1,0.0,,,,o2s_e --> o2s_p
HEPK1,0.0,20974.8779604,40.7753002879,514.4015571265887,atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c
HEPT3,0.0,22408.2966132,51.1544628311,438.0516454094519,adphep_LD_c + phhlipa_c --> adp_c + h_c + hphhlipa_c
HEPK2,0.0,26010.862030800003,36.269747353,717.1503506116525,atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c
