id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
PDH,Pyruvate dehydrogenase,"OrderedDict([('accoa_c', 1.0), ('co2_c', 1.0), ('coa_c', -1.0), ('nad_c', -1.0), ('nadh_c', 1.0), ('pyr_c', -1.0)])",0.0,1000.0,b0115 and b0116 and b0114,"OrderedDict([('bigg.reaction', 'PDH'), ('biocyc', 'META:PYRUVDEH-RXN'), ('ec-code', ['1.2.1', '1.8.1.4', '1.2.1.51', '1.2.4.1', '2.3.1.12']), ('kegg.reaction', 'R00209'), ('metanetx.reaction', 'MNXR102425'), ('reactome.reaction', ['R-RNO-71397', 'R-OSA-71397', 'R-GGA-373177', 'R-DME-71397', 'R-TGU-71397', 'R-XTR-71397', 'R-CFA-71397', 'R-BTA-71397', 'R-HSA-71397', 'R-GGA-71397', 'R-SPO-71397', 'R-CEL-71397', 'R-DDI-71397', 'R-DRE-71397', 'R-SSC-71397', 'R-SCE-71397', 'R-ATH-71397', 'R-MMU-71397']), ('rhea', ['28043', '28045', '28044', '28042']), ('sabiork', '523'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00154')])",,
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)","OrderedDict([('5mthf_c', 1.0), ('h_c', -2.0), ('mlthf_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b3941,"OrderedDict([('bigg.reaction', 'MTHFR2'), ('ec-code', '1.5.1.20'), ('kegg.reaction', 'R07168'), ('metanetx.reaction', 'MNXR101751'), ('rhea', ['19822', '19823', '19821', '19824']), ('sbo', 'SBO:0000176')])",,
DMSOR2pp,Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm),"OrderedDict([('2dmmq8_c', 1.0), ('2dmmql8_c', -1.0), ('dms_p', 1.0), ('dmso_p', -1.0), ('h2o_p', 1.0)])",0.0,1000.0,b1872 and b1873,"OrderedDict([('bigg.reaction', 'DMSOR2pp'), ('metanetx.reaction', 'MNXR97532'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08357', 'rxn10130'])])",,
H2St1pp,H2s transport (periplasm),"OrderedDict([('h2s_c', -1.0), ('h2s_p', 1.0)])",0.0,1000.0,s0001,"OrderedDict([('bigg.reaction', 'H2St1pp'), ('biocyc', 'META:TRANS-RXN-310'), ('metanetx.reaction', 'MNXR100494'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08690', 'rxn08689', 'rxn10541'])])",,
EX_nh4_e,Ammonia exchange,"OrderedDict([('nh4_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_nh4_e'), ('biocyc', ['META:TRANS-RXN0-206', 'META:RXN-9615', 'META:TRANS-RXN0-544']), ('metanetx.reaction', 'MNXR101950'), ('reactome.reaction', ['R-CEL-444416', 'R-SSC-444416', 'R-DDI-444416', 'R-MMU-444416', 'R-DRE-444416', 'R-GGA-444416', 'R-CFA-444416', 'R-HSA-444416', 'R-XTR-444416', 'R-BTA-444416', 'R-RNO-444416', 'R-TGU-444416', 'R-DME-444416']), ('rhea', ['28749', '28748', '28750', '28747']), ('sabiork', '11683'), ('sbo', 'SBO:0000627'), ('seed.reaction', ['rxn13364', 'rxn09835', 'rxn05466', 'rxn08987', 'rxn08986', 'rxn09736'])])","OrderedDict([('reflection', 'EX_nh4_e_reverse')])",
DADK,Deoxyadenylate kinase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('dadp_c', 1.0), ('damp_c', -1.0)])",0.0,1000.0,b0474,"OrderedDict([('bigg.reaction', 'DADK'), ('biocyc', 'META:DEOXYADENYLATE-KINASE-RXN'), ('ec-code', ['2.7.4.11', '2.7.4.13', '2.7.4.3']), ('kegg.reaction', 'R01547'), ('metanetx.reaction', 'MNXR96117'), ('reactome.reaction', ['R-DME-74220', 'R-BTA-74220', 'R-MMU-110141', 'R-PFA-74220', 'R-TGU-110141', 'R-SCE-74220', 'R-HSA-110141', 'R-XTR-110141', 'R-CFA-110141', 'R-CEL-110141', 'R-HSA-74220', 'R-BTA-110141', 'R-CFA-74220', 'R-SSC-110141', 'R-CEL-74220', 'R-DRE-74220', 'R-SCE-110141', 'R-DRE-110141', 'R-GGA-110141', 'R-RNO-110141', 'R-SSC-74220', 'R-DME-110141', 'R-MMU-74220', 'R-PFA-110141', 'R-XTR-74220', 'R-TGU-74220', 'R-GGA-74220', 'R-RNO-74220']), ('rhea', ['23100', '23103', '23102', '23101']), ('sabiork', '314'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01127')])","OrderedDict([('reflection', 'DADK_reverse')])",
DUTPDP_num1,DUTP diphosphatase,"OrderedDict([('dump_c', 1.0), ('dutp_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('ppi_c', 1.0)])",0.0,1000.0,b3640,"OrderedDict([('bigg.reaction', 'DUTPDP'), ('biocyc', 'META:DUTP-PYROP-RXN'), ('ec-code', ['3.6.1.-', '3.6.1.23', '3.6.1.9']), ('kegg.reaction', 'R02100'), ('metanetx.reaction', 'MNXR97822'), ('reactome.reaction', ['R-SSC-73666', 'R-CEL-73666', 'R-ATH-73666', 'R-OSA-73666', 'R-BTA-73666', 'R-HSA-73666', 'R-DME-73666', 'R-GGA-73666', 'R-DRE-73666', 'R-SPO-73666', 'R-MMU-73666', 'R-CFA-73666', 'R-DDI-73666', 'R-RNO-73666', 'R-SCE-73666', 'R-TGU-73666']), ('rhea', ['10251', '10249', '10250', '10248']), ('sabiork', '365'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01519')])",,
EX_ddca_e,Dodecanoate (n-C12:0) exchange,"OrderedDict([('ddca_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_ddca_e'), ('metanetx.reaction', 'MNXR97211'), ('sbo', 'SBO:0000627')])",,
HYD3pp_num1,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),"OrderedDict([('2dmmq8_c', -1.0), ('2dmmql8_c', 1.0), ('h2_c', -1.0), ('h_c', -2.0), ('h_p', 2.0)])",0.0,1000.0,b0973 and b0974 and b0972,"OrderedDict([('bigg.reaction', 'HYD3pp'), ('ec-code', '1.18.99.1'), ('metanetx.reaction', 'MNXR100755'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08736', 'rxn10117'])])",,
NO3R1pp_num1,Nitrate reductase (Ubiquinol-8) (periplasm),"OrderedDict([('h2o_c', 1.0), ('h_c', -2.0), ('h_p', 2.0), ('no2_c', 1.0), ('no3_c', -1.0), ('q8_c', 1.0), ('q8h2_c', -1.0)])",0.0,1000.0,b1467 and b1468 and b1466 and b1465,"OrderedDict([('bigg.reaction', 'NO3R1pp'), ('metanetx.reaction', 'MNXR101986'), ('rhea', ['29149#1', '29148#1', '29150#1', '29147#1']), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn09001', 'rxn10120'])])",,
NTP5,Nucleoside-triphosphatase (CTP),"OrderedDict([('cdp_c', 1.0), ('ctp_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b4161,"OrderedDict([('bigg.reaction', 'NTP5'), ('biocyc', 'META:RXN-12195'), ('ec-code', ['3.6.1.5', '3.6.1.15']), ('kegg.reaction', 'R00569'), ('metanetx.reaction', 'MNXR102045'), ('rhea', ['29389', '29387', '29388', '29390']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00408')])",,
CELBpts_num1,Cellobiose transport via PEPPyr PTS,"OrderedDict([('6pgg_c', 1.0), ('cellb_e', -1.0), ('pep_c', -1.0), ('pyr_c', 1.0)])",0.0,1000.0,b2715 and b2416 and b2415,"OrderedDict([('bigg.reaction', 'CELBpts'), ('metanetx.reaction', 'MNXR96586'), ('sbo', 'SBO:0000185')])",,
FORt2pp_num1,"Formate transport via proton symport (uptake only, periplasm)","OrderedDict([('for_c', 1.0), ('for_p', -1.0), ('h_c', 1.0), ('h_p', -1.0)])",0.0,1000.0,b0904,"OrderedDict([('bigg.reaction', 'FORt2pp'), ('metanetx.reaction', 'MNXR99621'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08524', 'rxn05559'])])",,
EX_r5p_e,Alpha-D-Ribose 5-phosphate exchange,"OrderedDict([('r5p_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_r5p_e'), ('metanetx.reaction', 'MNXR103411'), ('sbo', 'SBO:0000627')])",,
EX_glyc2p_e,Glycerol 2-phosphate exchange,"OrderedDict([('glyc2p_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_glyc2p_e'), ('metanetx.reaction', 'MNXR100319'), ('sbo', 'SBO:0000627'), ('seed.reaction', 'rxn08640')])",,
MTAN,Methylthioadenosine nucleosidase,"OrderedDict([('5mta_c', -1.0), ('5mtr_c', 1.0), ('ade_c', 1.0), ('h2o_c', -1.0)])",0.0,1000.0,b0159,"OrderedDict([('bigg.reaction', 'MTAN'), ('biocyc', 'META:METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN'), ('ec-code', ['3.2.2.9', '3.2.2.16']), ('kegg.reaction', 'R01401'), ('metanetx.reaction', 'MNXR101744'), ('rhea', ['13620', '13619', '13617', '13618']), ('sabiork', '1593'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01021')])",,
DPR_num1,2-dehydropantoate 2-reductase,"OrderedDict([('2dhp_c', -1.0), ('h_c', -1.0), ('nadp_c', 1.0), ('nadph_c', -1.0), ('pant__R_c', 1.0)])",0.0,1000.0,b0425,"OrderedDict([('bigg.reaction', 'DPR'), ('biocyc', 'META:2-DEHYDROPANTOATE-REDUCT-RXN'), ('ec-code', '1.1.1.169'), ('kegg.reaction', 'R02472'), ('metanetx.reaction', 'MNXR97779'), ('rhea', ['16233', '16234', '16235', '16236']), ('sabiork', '2405'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01790')])",,
EX_halipa_e,Hepta-acylated KDO(2)-lipid (A) exchange,"OrderedDict([('halipa_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_halipa_e'), ('metanetx.reaction', 'MNXR143009'), ('sbo', 'SBO:0000627')])",,
AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),"OrderedDict([('ACP_c', -1.0), ('amp_c', 1.0), ('atp_c', -1.0), ('ocdcea_c', -1.0), ('octeACP_c', 1.0), ('ppi_c', 1.0)])",0.0,1000.0,b1094 and b2836,"OrderedDict([('bigg.reaction', 'AACPS5'), ('metanetx.reaction', 'MNXR95144'), ('sbo', 'SBO:0000176')])",,
MANptspp,D-mannose transport via PEP:Pyr PTS (periplasm),"OrderedDict([('man6p_c', 1.0), ('man_p', -1.0), ('pep_c', -1.0), ('pyr_c', 1.0)])",0.0,1000.0,b1819 and b1818 and b1817 and b2416 and b2415,"OrderedDict([('bigg.reaction', 'MANptspp'), ('metanetx.reaction', 'MNXR101401'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn05610', 'rxn08885'])])",,
EX_cmp_e,CMP exchange,"OrderedDict([('cmp_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_cmp_e'), ('metanetx.reaction', 'MNXR96806'), ('sbo', 'SBO:0000627'), ('seed.reaction', ['rxn08236', 'rxn09776'])])",,
NTD8_num1,5'-nucleotidase (dGMP),"OrderedDict([('dgmp_c', -1.0), ('dgsn_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b2744,"OrderedDict([('bigg.reaction', 'NTD8'), ('biocyc', 'META:RXN-14142'), ('ec-code', ['3.1.3.5', '3.1.3.89']), ('kegg.reaction', 'R01968'), ('metanetx.reaction', 'MNXR102038'), ('rhea', ['29382', '29380', '29381', '29379']), ('sabiork', '304'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01445')])",,
GALCTD,Galactarate dehydratase,"OrderedDict([('5dh4dglc_c', 1.0), ('galct__D_c', -1.0), ('h2o_c', 1.0)])",0.0,1000.0,b3128,"OrderedDict([('bigg.reaction', 'GALCTD'), ('biocyc', 'META:GALACTARDEHYDRA-RXN'), ('ec-code', '4.2.1.42'), ('kegg.reaction', 'R05608'), ('metanetx.reaction', 'MNXR99955'), ('rhea', ['16008', '16006', '16005', '16007']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03887')])",,
EX_malthx_e,Maltohexaose exchange,"OrderedDict([('malthx_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_malthx_e'), ('metanetx.reaction', 'MNXR101354'), ('sbo', 'SBO:0000627'), ('seed.reaction', 'rxn08870')])",,
MLTG4,Maltodextrin glucosidase (maltohexaose),"OrderedDict([('glc__D_c', 1.0), ('h2o_c', -1.0), ('malthx_c', -1.0), ('maltpt_c', 1.0)])",0.0,1000.0,b0403,"OrderedDict([('bigg.reaction', 'MLTG4'), ('biocyc', 'META:RXN-14282'), ('ec-code', '3.2.1.20'), ('metanetx.reaction', 'MNXR101622'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08935')])",,
UDPGDC,UDP-glucuronate C-4'' decarboxylase,"OrderedDict([('co2_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0), ('udpLa4o_c', 1.0), ('udpglcur_c', -1.0)])",0.0,1000.0,b2255,"OrderedDict([('bigg.reaction', 'UDPGDC'), ('biocyc', 'META:RXN0-1861'), ('ec-code', '1.1.1.305'), ('kegg.reaction', 'R07658'), ('metanetx.reaction', 'MNXR105064'), ('rhea', ['24703', '24705', '24704', '24702']), ('sabiork', '12883'), ('sbo', 'SBO:0000176'), ('seed.reaction', ['rxn07473', 'rxn09351'])])",,
PUNP4_num1,Purine-nucleoside phosphorylase (Deoxyguanosine),"OrderedDict([('2dr1p_c', 1.0), ('dgsn_c', -1.0), ('gua_c', 1.0), ('pi_c', -1.0)])",0.0,1000.0,b2407,"OrderedDict([('bigg.reaction', 'PUNP4'), ('biocyc', 'META:DEOXYGUANPHOSPHOR-RXN'), ('ec-code', ['2.4.2.1', '2.4.2.4']), ('kegg.reaction', 'R01969'), ('metanetx.reaction', 'MNXR103346'), ('rhea', ['27741', '27738', '27740', '27739']), ('sabiork', '360'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01446')])","OrderedDict([('reflection', 'PUNP4_reverse')])",
AMAOTr,Adenosylmethionine-8-amino-7-oxononanoate transaminase,"OrderedDict([('8aonn_c', -1.0), ('amet_c', -1.0), ('amob_c', 1.0), ('dann_c', 1.0)])",0.0,1000.0,b0774,"OrderedDict([('bigg.reaction', 'AMAOTr'), ('biocyc', 'META:DAPASYN-RXN'), ('ec-code', '2.6.1.62'), ('kegg.reaction', 'R03231'), ('metanetx.reaction', 'MNXR95806'), ('rhea', ['16863', '16861', '16862', '16864']), ('sabiork', '3057'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn02312')])","OrderedDict([('reflection', 'AMAOTr_reverse')])",
EX_csn_e,Cytosine exchange,"OrderedDict([('csn_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_csn_e'), ('metanetx.reaction', 'MNXR96928'), ('sbo', 'SBO:0000627'), ('seed.reaction', 'rxn08267')])",,
EX_etoh_e,Ethanol exchange,"OrderedDict([('etoh_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_etoh_e'), ('biocyc', 'META:TRANS-RXN0-546'), ('metanetx.reaction', 'MNXR97980'), ('rhea', ['35269', '35267', '35270', '35268']), ('sbo', 'SBO:0000627'), ('seed.reaction', ['rxn09683', 'rxn08428', 'rxn09764'])])",,
G6PP_num1,Glucose-6-phosphate phosphatase,"OrderedDict([('g6p_c', -1.0), ('glc__D_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b0822,"OrderedDict([('bigg.reaction', 'G6PP'), ('biocyc', 'META:RXN66-526'), ('ec-code', ['3.1.3.9', '3.1.3.58']), ('kegg.reaction', 'R00303'), ('metanetx.reaction', 'MNXR99912'), ('rhea', ['16691', '16689', '16692', '16690']), ('sabiork', ['7713', '796']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00220')])",,
MMCD,Methylmalonyl-CoA decarboxylase,"OrderedDict([('co2_c', 1.0), ('h_c', -1.0), ('mmcoa__S_c', -1.0), ('ppcoa_c', 1.0)])",0.0,1000.0,b2919,"OrderedDict([('bigg.reaction', 'MMCD'), ('biocyc', 'META:METHYLMALONYL-COA-DECARBOXYLASE-RXN'), ('ec-code', ['4.1.1.9', '4.1.1.41']), ('kegg.reaction', 'R00923'), ('metanetx.reaction', 'MNXR101656'), ('rhea', ['21398', '21397', '21399', '21396']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00672')])",,
GLNS,Glutamine synthetase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('gln__L_c', 1.0), ('glu__L_c', -1.0), ('h_c', 1.0), ('nh4_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b3870,"OrderedDict([('bigg.reaction', 'GLNS'), ('biocyc', 'META:GLUTAMINESYN-RXN'), ('ec-code', '6.3.1.2'), ('kegg.reaction', 'R00253'), ('metanetx.reaction', 'MNXR100024'), ('reactome.reaction', ['R-GGA-70606', 'R-RNO-70606', 'R-TGU-70606', 'R-DME-70606', 'R-CEL-70606', 'R-DRE-70606', 'R-XTR-70606', 'R-SPO-70606', 'R-ATH-70606', 'R-CFA-70606', 'R-BTA-70606', 'R-OSA-70606', 'R-SSC-70606', 'R-MMU-70606', 'R-HSA-70606', 'R-SCE-70606']), ('rhea', ['16172', '16171', '16169', '16170']), ('sabiork', '760'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00187')])",,
TYMtex_num1,Tyramine transport via diffusion (extracellular to periplasm),"OrderedDict([('tym_e', -1.0), ('tym_p', 1.0)])",0.0,1000.0,b0241,"OrderedDict([('bigg.reaction', 'TYMtex'), ('metanetx.reaction', 'MNXR104985'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn09335')])","OrderedDict([('reflection', 'TYMtex_reverse')])",
GTHS,Glutathione synthetase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('glucys_c', -1.0), ('gly_c', -1.0), ('gthrd_c', 1.0), ('h_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b2947,"OrderedDict([('bigg.reaction', 'GTHS'), ('biocyc', 'META:GLUTATHIONE-SYN-RXN'), ('ec-code', '6.3.2.3'), ('kegg.reaction', 'R00497'), ('metanetx.reaction', 'MNXR100450'), ('reactome.reaction', ['R-RNO-174394', 'R-DDI-174394', 'R-SSC-174394', 'R-SCE-174394', 'R-TGU-174394', 'R-PFA-174394', 'R-CFA-174394', 'R-DRE-174394', 'R-DME-174394', 'R-ATH-174394', 'R-GGA-174394', 'R-HSA-174394', 'R-CEL-174394', 'R-MMU-174394', 'R-OSA-174394', 'R-XTR-174394', 'R-SPO-174394', 'R-BTA-174394']), ('rhea', ['13558', '13557', '13560', '13559']), ('sabiork', '927'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00351')])",,
EX_g3pe_e,Sn-Glycero-3-phosphoethanolamine exchange,"OrderedDict([('g3pe_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_g3pe_e'), ('metanetx.reaction', 'MNXR99884'), ('sbo', 'SBO:0000627'), ('seed.reaction', 'rxn08560')])",,
EX_pacald_e,Phenylacetaldehyde exchange,"OrderedDict([('pacald_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_pacald_e'), ('biocyc', 'META:TRANS-RXN0-284'), ('metanetx.reaction', 'MNXR102312'), ('sbo', 'SBO:0000627'), ('seed.reaction', ['rxn09061', 'rxn13374', 'rxn13373'])])",,
EX_his__L_e,L-Histidine exchange,"OrderedDict([('his__L_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_his__L_e'), ('metanetx.reaction', 'MNXR100649'), ('sabiork', '13472'), ('sbo', 'SBO:0000627'), ('seed.reaction', ['rxn08721', 'rxn10932'])])",,
EX_k_e,K+ exchange,"OrderedDict([('k_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_k_e'), ('biocyc', ['META:TRANS-RXN-190', 'META:TRANS-RXN-186', 'META:TRANS-RXN-185', 'META:TRANS-RXN-143', 'META:TRANS-RXN-187']), ('metanetx.reaction', 'MNXR100950'), ('reactome.reaction', ['R-CEL-1296046', 'R-CFA-1299297', 'R-DRE-1296127', 'R-CEL-1296035', 'R-GGA-1299318', 'R-XTR-1296046', 'R-RNO-5678261', 'R-ATH-1296043', 'R-MMU-877187', 'R-SSC-1296037', 'R-BTA-1299359', 'R-TGU-1296024', 'R-TGU-1296127', 'R-TGU-5678261', 'R-RNO-1296348', 'R-DME-5577234', 'R-RNO-1299297', 'R-HSA-5577050', 'R-DRE-1296037', 'R-DRE-1296024', 'R-XTR-5577050', 'R-MMU-1296348', 'R-RNO-5578910', 'R-DRE-5578910', 'R-RNO-1296024', 'R-CFA-1369017', 'R-TGU-1296348', 'R-RNO-2534365', 'R-GGA-1296045', 'R-CFA-5678261', 'R-XTR-1369017', 'R-DRE-1296043', 'R-GGA-1013020', 'R-HSA-5577234', 'R-CEL-1299338', 'R-CFA-1296043', 'R-BTA-1296127', 'R-HSA-5578910', 'R-BTA-1299338', 'R-BTA-1299318', 'R-RNO-5577237', 'R-HSA-1299359', 'R-CEL-1299318', 'R-HSA-1299318', 'R-DRE-1299304', 'R-MMU-1013020', 'R-XTR-1296039', 'R-TGU-1296045', 'R-BTA-1296045', 'R-XTR-1296037', 'R-SSC-5678261', 'R-MMU-1299297', 'R-DME-1296348', 'R-HSA-5683209', 'R-BTA-5578910', 'R-CFA-1296046', 'R-DME-1296035', 'R-CFA-1299359', 'R-HSA-1296043', 'R-DRE-1296039', 'R-GGA-1296348', 'R-XTR-1296043', 'R-SSC-2534365', 'R-XTR-5678261', 'R-CEL-1013020', 'R-GGA-1296127', 'R-MMU-1296039', 'R-HSA-1299304', 'R-BTA-1299304', 'R-DME-1296043', 'R-BTA-1296024', 'R-RNO-1296037', 'R-CFA-1296024', 'R-CFA-1013020', 'R-HSA-1296046', 'R-CFA-1296037', 'R-CEL-1299297', 'R-BTA-5577237', 'R-DME-1296039', 'R-TGU-1299359', 'R-CFA-1296127', 'R-HSA-1369017', 'R-RNO-1296046', 'R-XTR-1299338', 'R-DRE-5678261', 'R-XTR-5577234', 'R-HSA-1296024', 'R-RNO-1296045', 'R-GGA-5578910', 'R-DRE-1299338', 'R-GGA-1296046', 'R-RNO-1369017', 'R-CEL-1296045', 'R-DRE-5577050', 'R-DRE-1013020', 'R-BTA-1299297', 'R-SSC-1299338', 'R-SSC-1369017', 'R-GGA-5577050', 'R-CEL-1299359', 'R-BTA-5678261', 'R-BTA-1296043', 'R-RNO-1296127', 'R-OSA-1296043', 'R-CFA-5577050', 'R-CFA-5577234', 'R-SSC-1296045', 'R-MMU-1299304', 'R-MMU-1369017', 'R-SSC-1299304', 'R-MMU-1296035', 'R-HSA-1296035', 'R-TGU-1296037', 'R-GGA-1296039', 'R-SSC-5578910', 'R-GGA-1296024', 'R-CFA-1299304', 'R-GGA-5577234', 'R-RNO-1299338', 'R-DME-1296127', 'R-HSA-877187', 'R-DRE-1369017', 'R-HSA-1296348', 'R-BTA-1296348', 'R-MMU-1296043', 'R-RNO-1013020', 'R-MMU-1296127', 'R-RNO-5577050', 'R-CFA-1296045', 'R-BTA-1296039', 'R-RNO-5577234', 'R-TGU-1299338', 'R-RNO-1296039', 'R-TGU-1296039', 'R-XTR-1296127', 'R-SSC-1296039', 'R-DME-1296046', 'R-MMU-1299359', 'R-CEL-1296348', 'R-BTA-1296046', 'R-RNO-1299318', 'R-MMU-1299338', 'R-DRE-877187', 'R-MMU-5577050', 'R-BTA-1296037', 'R-RNO-1299359', 'R-GGA-1296043', 'R-DME-1013020', 'R-HSA-1299338', 'R-XTR-1296348', 'R-XTR-1299318', 'R-GGA-1299338', 'R-DRE-5577234', 'R-SSC-1296046', 'R-XTR-5578910', 'R-CFA-1296035', 'R-CFA-1296348', 'R-CFA-5577237', 'R-SSC-1296024', 'R-CEL-5577234', 'R-CFA-5578910', 'R-DRE-1296035', 'R-SSC-1296043', 'R-CFA-1299338', 'R-GGA-877187', 'R-HSA-5678261', 'R-CFA-2534365', 'R-HSA-1296127', 'R-HSA-1013020', 'R-BTA-5577234', 'R-DRE-1296348', 'R-MMU-1296024', 'R-BTA-1296035', 'R-DME-1299318', 'R-MMU-1296037', 'R-DRE-1296045', 'R-DRE-5577237', 'R-TGU-5577234', 'R-SSC-1299359', 'R-MMU-5578910', 'R-SSC-1013020', 'R-MMU-1296045', 'R-HSA-1296045', 'R-XTR-1296045', 'R-TGU-1299304', 'R-RNO-877187', 'R-MMU-2534365', 'R-CFA-877187', 'R-DRE-1296046', 'R-DRE-1299359', 'R-TGU-1296046', 'R-DME-1299338', 'R-TGU-5578910', 'R-RNO-1296035', 'R-SSC-1296348', 'R-XTR-1299359', 'R-MMU-5678261', 'R-SSC-1296127', 'R-BTA-1013020', 'R-CEL-5578910', 'R-GGA-1296037', 'R-GGA-5577237', 'R-XTR-1299304', 'R-GGA-5678261', 'R-SSC-1299297', 'R-MMU-1296046', 'R-TGU-5577050', 'R-DME-5578910', 'R-BTA-5577050', 'R-RNO-1299304', 'R-TGU-1013020', 'R-GGA-1299359', 'R-XTR-1013020', 'R-MMU-5577234', 'R-MMU-5577237', 'R-TGU-1369017', 'R-RNO-1296043', 'R-TGU-1296043', 'R-XTR-1296035', 'R-HSA-1296037', 'R-SSC-1296035', 'R-SSC-877187', 'R-CFA-1299318', 'R-DME-1296045', 'R-GGA-1296035', 'R-HSA-1299297', 'R-CFA-1296039', 'R-BTA-2534365', 'R-DME-1299359', 'R-BTA-877187', 'R-HSA-2534365', 'R-GGA-1369017', 'R-XTR-5577237', 'R-HSA-5577237', 'R-SSC-5577234', 'R-HSA-1296039', 'R-CEL-1296039', 'R-XTR-877187', 'R-SSC-5577237', 'R-DRE-1299318', 'R-GGA-1299304', 'R-BTA-1369017', 'R-MMU-1299318']), ('rhea', ['29463', '29464', '29466', '29465']), ('sabiork', '7044'), ('sbo', 'SBO:0000627'), ('seed.reaction', ['rxn05206', 'rxn08771'])])","OrderedDict([('reflection', 'EX_k_e_reverse')])",
