,MW,kcat,type,kcat_MW
GDPTPDP,104.7932996752,184851.360936,proteozyme,1763.9616417169298
COLIPAKpp,35.3426967843,30763.4894712,proteozyme,870.4341284127987
MPTSS,70.5790713421,6120.0,proteozyme,86.71125708549039
CPMPS,187.7477498727,19871.439984,proteozyme,105.8411618646486
LIPOCT,31.5433611725,9300.4654248,proteozyme,294.84700041758055
LIPOS,95.2850548482,9300.5541468,proteozyme,97.60769054094418
OCTNLL,50.0915047207,22382.2690596,proteozyme,446.8276444159336
LIPATPT,50.0915047207,25688.0326392,proteozyme,512.8221398504842
LIPAMPL,50.0915047207,15754.3638552,proteozyme,314.5116910151355
ALDD19xr,283.6974176945,24043.862386800003,proteozyme,84.75178442650356
MMM,205.7004889525,728300.5419600001,proteozyme,3540.58731541556
MOGDS,28.5853579617,20487.0805128,proteozyme,716.6984069344014
WCOS,116.4056679685,78540.198372,proteozyme,674.7111179607972
VPAMTr,61.6948917576,20916.2243988,proteozyme,339.0268432754548
3OXCOAT,55.8376597345,24123.272904,proteozyme,432.0251425060197
2DGULRGx,93.498841443,17496.283122,proteozyme,187.12834139946335
2DGULRGy,93.498841443,9611.080776,proteozyme,102.7935814783249
AP4AS,152.75149184629998,23738.3635788,proteozyme,155.40511776268457
13PPDH2,111.201161962,9783.3792708,proteozyme,87.97911009368055
APCS,85.37846488439999,13709.8188684,proteozyme,160.577013032065
GHBDHx,164.61137299979998,21755.7078228,proteozyme,132.16406270316713
APPLDHr,409.0402282448,10147.7710656,proteozyme,24.808736072596805
G2PP,38.5297220333,10610.8313832,proteozyme,275.39340600561303
DHNPA2r,143.9064071426,6120.0,proteozyme,42.52764085712708
SHGO,60.8637293087,22357.7724708,proteozyme,367.3414811209101
NADHXD,72.1806406819,65061.63673199999,proteozyme,901.3723917847522
NADPHHR,187.72146649,36321.850188,proteozyme,193.48799509796535
NADPHHS,187.72146649,34672.700592,proteozyme,184.7029071331436
NADHHS,187.72146649,309125.526336,proteozyme,1646.7244376256097
NADHXE,72.1806406819,13737.7235088,proteozyme,190.32421129845787
PYK2,271.3245483078,27680.8588848,proteozyme,102.02121060346472
PYK3,271.3245483078,45020.63808,proteozyme,165.92909989451832
PYK4,271.3245483078,23979.27789,proteozyme,88.37857849411058
NADPHXD,72.1806406819,10822.8674664,proteozyme,149.941415927525
NADHHR,187.72146649,18063.2967444,proteozyme,96.22392730115516
NADPHXE,72.1806406819,21725.957952,proteozyme,300.99425201483416
FE3DHBZS3R,38.1328297468,10690.2698436,proteozyme,280.3429463426353
DXYLTD_num1,91.6605895816,77138.037216,proteozyme,841.56165226636
DXYLTD_num2,92.4762989864,77138.037216,proteozyme,834.1384555987073
2DDARAA_num1,43.2179378741,28422.2199132,proteozyme,657.6486827297955
2DDARAA_num2,171.8610959968,28422.2199132,proteozyme,165.37902163575876
GNP_num1,32.5759415039,22285.8176184,proteozyme,684.1189107529536
GNP_num2,27.4453987854,22285.8176184,proteozyme,812.005604023334
ALLTAMH2,120.702802924,218031.958836,proteozyme,1806.3537345796592
UGCIAMH,37.9463365992,257942.856348,proteozyme,6797.569395761856
METGLCUR,361.611798124,48441.851388,proteozyme,133.96092616256078
ACOAD1fr,56.7960126233,42460.650504000005,proteozyme,747.5991454826345
FEENTERES,60.2957969187,22628.1062304,proteozyme,375.28496821943776
FEENTERR4,38.1328297468,16687.146844799998,proteozyme,437.6057836672962
ALR2x,47.9820981624,36956.821500000005,proteozyme,770.2210389990889
OMPHHXy,55.8532448559,15108.678162000002,proteozyme,270.5067216950424
SQVOSI,375.8864485534,53182.412892,proteozyme,141.48531583586654
6D6SPA,42.242282859,39442.55994,proteozyme,933.722262872365
AI2K,76.0036181304,9941.061582,proteozyme,130.79721500815978
ACOXT,110.0752029795,16076.641518,proteozyme,146.05143649831882
2HESR_num1,85.5639014136,27159.7386924,proteozyme,317.4205271579994
2HESR_num2,64.75987758139999,27159.7386924,proteozyme,419.39144585722136
CHOLID,141.47380743120002,20571.0995448,proteozyme,145.4057109108618
4ABZGLUH,260.9368007401,9451.478628,proteozyme,36.22133252646845
PHDA,269.5705617638,32025.2004612,proteozyme,118.80080766853447
TEO2M,59.5160125395,30564.757753200003,proteozyme,513.5552005086795
PACOAT,78.45787851899999,9300.979224,proteozyme,118.54742187233116
DHPTDNR,63.1466854392,15829.2357948,proteozyme,250.67405651941908
DHPTDNRN,63.1466854392,25764.6937428,proteozyme,408.0133987017769
PCNO,91.7243829175,20632.685634,proteozyme,224.94221250371052
HPACOAT,78.45787851899999,20199.2204592,proteozyme,257.4530543074574
DC6PDA,36.6827530701,24868.3600404,proteozyme,677.9305793345735
5DGLCNR,36.4040699671,10326.6768024,proteozyme,283.6681945654066
5DKGR_num1,35.75332511,10950.2437068,proteozyme,306.27203688356474
5DKGR_num2,36.4040699671,10950.2437068,proteozyme,300.79723824001627
PYK6,271.3245483078,23858.7945552,proteozyme,87.93452234234904
PAI2I,14.865035960399998,9678.4961076,proteozyme,651.0913349542657
CURR,99.3478846735,9968.8999212,proteozyme,100.34335359994937
LKDRA,229.1489644853,14748.3539928,proteozyme,64.36142544185974
METNA,50.84368494419999,9848.7558288,proteozyme,193.70657023795243
XYHDL,697.9970961025999,174757.003272,proteozyme,250.36924114410948
E4PP_num1,39.2371280521,23567.4549216,proteozyme,600.6416904495806
E4PP_num2,30.3876847975,23567.4549216,proteozyme,775.5594109472565
E4PP_num3,40.1684050944,23567.4549216,proteozyme,586.7162230169206
E4PP_num4,27.4453987854,23567.4549216,proteozyme,858.7033151122246
E4PP_num5,32.1346712446,23567.4549216,proteozyme,733.3964845076902
PUACGAMS,88.2905051948,21535.0225164,proteozyme,243.9109671972784
RU5PP,30.3876847975,9743.1912036,proteozyme,320.6295994093494
6D6SFK,41.9050895121,24036.9023232,proteozyme,573.6034119736076
3SLAR,164.61137299979998,32163.0797196,proteozyme,195.3879560900029
ARHGDx,233.3846834963,18504.6325992,proteozyme,79.28811917725255
CPL,42.0601482623,55622.715876,proteozyme,1322.456486104606
INOSTO,80.7842880812,30029.782752000003,proteozyme,371.72801129120165
HPYRP,28.3115617188,20546.3302884,proteozyme,725.722250594054
PSURIK,44.342311929,18771.6394116,proteozyme,423.3347021160459
QUINDHyi,82.4896701788,9660.842064,proteozyme,117.11577998869068
PNSPA,34.9775030498,20269.5998148,proteozyme,579.5039110121928
4HTHRK,88.81841816289999,25833.2027292,proteozyme,290.8541185885552
PETNT181pp,84.2711288012,70069.972752,proteozyme,831.4825462620623
ARMEPNS,133.56343377960002,96018.149196,proteozyme,718.8954826846137
RPNTPH,55.4862020392,863642.4721199999,proteozyme,15564.99526692874
PRCPD,73.5612446988,35200.6967808,proteozyme,478.522310558106
UDPGPT,69.21973177049999,67455.143856,proteozyme,974.507443623871
OMMBLHXy,56.7318230555,21532.4983008,proteozyme,379.5488517923184
OPHHXy,58.4370730758,9301.1385924,proteozyme,159.16503176562748
PROD3,379.8943342219,61607.806488,proteozyme,162.17090105906732
F1PP_num1,40.1684050944,30106.442055600004,proteozyme,749.5055376195963
F1PP_num2,27.4453987854,30106.442055600004,proteozyme,1096.957719252219
F1PP_num3,30.3876847975,30106.442055600004,proteozyme,990.7448447035644
F1PP_num4,39.2548264103,30106.442055600004,proteozyme,766.948801172139
ACP1p,130.5943360756,17920.628946,proteozyme,137.22363070651005
3HPADHi,70.55384457779999,29369.091121200003,proteozyme,416.26492924584136
2HPTCOAT,84.4947356701,50248.122192,proteozyme,594.689382640216
MC6PH,266.86218465,1075510.26144,proteozyme,4030.2085619608224
CYSTA,115.1010083991,14883.0310404,proteozyme,129.304089055369
FE3DCITR5,38.1328297468,12098.3978952,proteozyme,317.2698689169603
4HTHRA,192.8048576124,168654.008952,proteozyme,874.739418085871
GAPP,32.1346712446,71411.827248,proteozyme,2222.2672422703017
PAI2T,421.2306988802,9523.5248412,proteozyme,22.608810009615503
DHCURR,99.3478846735,9968.9729796,proteozyme,100.34408897947192
RHMND,467.3049404441,28119.9535308,proteozyme,60.17474051114546
3HBZCT,79.08841554920001,29600.9963352,proteozyme,374.2772709460282
CXSAMS,73.3732987009,25116.4641204,proteozyme,342.3106847463016
ACOAD1f,117.8451784612,434993.03856,proteozyme,3691.224742836802
AMPNTAT,21.8849444554,23261.9550192,proteozyme,1062.9204504770964
SQGH,102.062733575,31386.4956936,proteozyme,307.5216055283869
QUINDH,82.4896701788,9439.2531756,proteozyme,114.429517721916
LCARSyi,50.1608453032,9500.8902516,proteozyme,189.40849569363004
GTHOr_reverse,128.834802285,10041.2965332,proteozyme,77.93931728933998
MAN6PI_reverse,56.59512305,59947.568964000006,proteozyme,1059.2355972269595
TMDPP_reverse,124.6997261766,12184.7574492,proteozyme,97.71278432435308
HCO3E_reverse_num1,132.5885712283,17055.9690228,proteozyme,128.6383046803625
HCO3E_reverse_num2,62.7743595305,17055.9690228,proteozyme,271.7027963385761
IMPC_reverse,75.7188594716,36000.0,proteozyme,475.4429774989226
ECOAH4_reverse_num1,101.7948808106,34389.944928,proteozyme,337.83570110943083
ECOAH4_reverse_num2,210.2509481694,34389.944928,proteozyme,163.56618235220458
NDPK5_reverse_num1,31.151751978,10223.94078,proteozyme,328.1979385050431
NDPK5_reverse_num2,81.6948289874,10223.94078,proteozyme,125.14795497738127
DHORTS_reverse,102.5643631604,24480.0,proteozyme,238.6793935600792
ICDHyr_reverse,120.8684278582,30368.822821200003,proteozyme,251.255214941887
ACALD_reverse_num1,44.1699510525,142688.53065600002,proteozyme,3230.443486034244
ACALD_reverse_num2,5078.4905262608,142688.53065600002,proteozyme,28.096642086493954
ALAR_reverse_num1,102.6097977516,104292.628488,proteozyme,1016.4002928889288
ALAR_reverse_num2,103.4243184607,104292.628488,proteozyme,1008.3956079210708
ALATA_L_reverse_num1,120.2361738231,48870.109008,proteozyme,406.4509660786543
ALATA_L_reverse_num2,122.0822182452,48870.109008,proteozyme,400.3048905111246
PPM_reverse,58.60269801,32423.2522992,proteozyme,553.2723475234413
ASPTA_reverse_num1,115.1010083991,75600.0,proteozyme,656.814401989124
ASPTA_reverse_num2,115.0071014388,75600.0,proteozyme,657.3507118621702
A5PISO_reverse_num1,185.9441022639,33180.190387200004,proteozyme,178.44174664980355
A5PISO_reverse_num2,179.79114916609998,33180.190387200004,proteozyme,184.5485194410015
IPPMIb_reverse,95.5834174689,123242.323212,proteozyme,1289.3692909871045
PSCVT_reverse,60.8820880534,43650.2925,proteozyme,716.9644454657024
ECOAH6_reverse_num1,101.7948808106,46056.259224,proteozyme,452.4418011716373
ECOAH6_reverse_num2,210.2509481694,46056.259224,proteozyme,219.05375278922543
ENO_reverse,120.5996505527,51877.320984,proteozyme,430.1614535883791
FBA_reverse_num1,103.4092616485,34326.3331224,proteozyme,331.94640958833224
FBA_reverse_num2,503.3358920387,34326.3331224,proteozyme,68.19766614171982
PGI_reverse,162.5336649935,323462.699208,proteozyme,1990.1273943520305
PGK_reverse,54.3078083686,151200.0,proteozyme,2784.130027375984
RPE_reverse,32.4305243966,108366.95718,proteozyme,3341.511097839699
TALA_reverse_num1,93.0332689605,17007.888621600003,proteozyme,182.8151242199304
TALA_reverse_num2,47.0971802524,17007.888621600003,proteozyme,361.123288707572
TKT1_reverse_num1,190.7506593655,21768.9026364,proteozyme,114.12229299133534
TKT1_reverse_num2,96.4728260071,21768.9026364,proteozyme,225.64802481061244
ALCD2x_reverse_num1,5078.4905262608,86341.98016800001,proteozyme,17.001504624558596
ALCD2x_reverse_num2,186.9135496459,86341.98016800001,proteozyme,461.9353724305773
RMI_reverse,249.3590366994,18114.7593204,proteozyme,72.64528913879776
NDPK6_reverse_num1,31.151751978,9881.8185168,proteozyme,317.215497984792
NDPK6_reverse_num2,81.6948289874,9881.8185168,proteozyme,120.96014691852892
NDPK8_reverse_num1,31.151751978,14417.8849404,proteozyme,462.8274182004981
NDPK8_reverse_num2,81.6948289874,14417.8849404,proteozyme,176.48467007163583
PYNP2r_reverse,215.2259038285,10466.8948008,proteozyme,48.63213309649014
DURIPP_reverse_num1,124.6997261766,9672.2779032,proteozyme,77.56454805283293
DURIPP_reverse_num2,205.6436957135,9672.2779032,proteozyme,47.034157160233526
TRPAS2_reverse,278.8069915074,18000.0,proteozyme,64.56079132980511
ILETA_reverse,270.1798343487,21960.0,proteozyme,81.27919706863815
VALTA_reverse,270.1798343487,31680.000000000004,proteozyme,117.25523511541245
ORPT_reverse,62.253314582,17956.831118399998,proteozyme,288.44779171954417
PTAr_reverse_num1,611.5608241225,420628.64112,proteozyme,687.7952683178167
PTAr_reverse_num2,95.2719791955,420628.64112,proteozyme,4415.029945550535
ACKr_reverse_num1,56.0452852501,178357.410792,proteozyme,3182.380284016518
ACKr_reverse_num2,57.1767914792,178357.410792,proteozyme,3119.402229082469
ACKr_reverse_num3,57.30054790929999,178357.410792,proteozyme,3112.6650145530675
AIRC3_reverse,187.8701855298,46800.0,proteozyme,249.10818003411492
ADSL2r_reverse,272.3053543376,15978.0803724,proteozyme,58.67707012690841
PUNP5_reverse_num1,236.4285369521,9894.5024796,proteozyme,41.84986553296064
PUNP5_reverse_num2,205.6436957135,9894.5024796,proteozyme,48.11478633113502
PUNP6_reverse_num1,205.6436957135,9464.6349936,proteozyme,46.02443542342286
PUNP6_reverse_num2,236.4285369521,9464.6349936,proteozyme,40.031694632181896
PUNP7_reverse,236.4285369521,32703.3322704,proteozyme,138.32227146516428
PUNP1_reverse,205.6436957135,36.0,proteozyme,0.1750600711346615
PUNP2_reverse,205.6436957135,9843.444108,proteozyme,47.86650071545958
PUNP3_reverse_num1,236.4285369521,9803.3845176,proteozyme,41.4644722840126
PUNP3_reverse_num2,205.6436957135,9803.3845176,proteozyme,47.67169975031932
LYSAM_reverse,51.1794254408,25606.0205064,proteozyme,500.3186394895906
IPPMIa_reverse,95.5834174689,106566.407064,proteozyme,1114.9047594858548
MDH_reverse,85.42046546579999,11663.4833568,proteozyme,136.54202530036244
FUM_reverse_num1,158.7709147938,2156.1487704,proteozyme,13.58025034497186
FUM_reverse_num2,159.2815256356,2156.1487704,proteozyme,13.536715961226912
FUM_reverse_num3,266.7373716015,2156.1487704,proteozyme,8.083414624109144
OHPBAT_reverse,105.0894169818,20025.0851508,proteozyme,190.5528237374089
AGPR_reverse,47.4845629733,86400.0,proteozyme,1819.5387003684057
G1SAT_reverse,119.8366399906,38145.117744,proteozyme,318.30930629390235
GUI1_reverse,71.3048361056,18227.3155164,proteozyme,255.62523542450856
PGAMT_reverse,62.7943032028,14400.0,proteozyme,229.3201654534468
GLUR_reverse,40.946604546,75600.0,proteozyme,1846.3069365145984
UAG2E_reverse,111.5910541516,64758.730068,proteozyme,580.3218775944458
HACD5_reverse_num1,210.2509481694,28543.8681144,proteozyme,135.7609483473154
HACD5_reverse_num2,101.7948808106,28543.8681144,proteozyme,280.4057324602486
GHMT2r_reverse,119.7058834636,36640.106136,proteozyme,306.0844218834196
ADK4_reverse,31.151751978,27584.1154548,proteozyme,885.4755737102832
KARA1_reverse,285.6516334253,8280.0,proteozyme,28.98635621548189
KARA2_reverse,285.6516334253,11785.948120800002,proteozyme,41.2598660104708
ICHORS_copy2_reverse,128.8138019943,11143.4815044,proteozyme,86.50844344221048
DHBD_reverse,138.67931591779998,15751.7670348,proteozyme,113.58411260217504
RBP4E_reverse_num1,33.3861036621,22153.7597256,proteozyme,663.5622997465563
RBP4E_reverse_num2,134.8186964388,22153.7597256,proteozyme,164.32260740376276
RBP4E_reverse_num3,33.7601465757,22153.7597256,proteozyme,656.2104129472564
HACD6_reverse_num1,210.2509481694,28885.7992032,proteozyme,137.38724821315242
HACD6_reverse_num2,101.7948808106,28885.7992032,proteozyme,283.7647529343351
ECOAH1_reverse_num1,101.7948808106,55686.499056,proteozyme,547.0461639383471
ECOAH1_reverse_num2,210.2509481694,55686.499056,proteozyme,264.85730286045214
ECOAH2_reverse_num1,101.7948808106,45311.231916,proteozyme,445.12289375637926
ECOAH2_reverse_num2,210.2509481694,45311.231916,proteozyme,215.51023817258869
ECOAH3_reverse_num1,101.7948808106,38981.497608,proteozyme,382.94163024297006
ECOAH3_reverse_num2,210.2509481694,38981.497608,proteozyme,185.40462217840965
UGLT_reverse,104.7259402522,10608.9998724,proteozyme,101.30250296012152
XYLI2_reverse,262.791562264,58957.934508000006,proteozyme,224.35246398349332
PMANM_reverse,66.6496395898,15462.384876000002,proteozyme,231.99502609713065
UDPG4E_reverse,98.4374758446,59585.796468,proteozyme,605.3161761488697
XYLI1_reverse,262.791562264,12143.9344752,proteozyme,46.21128003721909
LCARS_reverse,107.0178776391,20440.7763948,proteozyme,191.0033804233449
ALCD19_reverse_num1,186.9135496459,147353.759244,proteozyme,788.3524737674481
ALCD19_reverse_num2,5078.4905262608,147353.759244,proteozyme,29.01526713145094
RMPA_reverse,159.26144988599998,10127.9680236,proteozyme,63.59334308992944
SBTPD_reverse,147.1757165495,43431.099948,proteozyme,295.0969152128619
GLTPD_reverse,98.7678011719,26014.7870784,proteozyme,263.39340118671544
TGBPA_reverse_num1,227.6578117683,11962.53261,proteozyme,52.54611083662235
TGBPA_reverse_num2,102.9154246238,11962.53261,proteozyme,116.2365374648959
MANAO_reverse,70.7672814946,66372.217632,proteozyme,937.89412607385
TAGURr_reverse,72.3893228159,48756.389652000005,proteozyme,673.5301250986544
HACD4_reverse_num1,210.2509481694,31565.198030400003,proteozyme,150.13106150164802
HACD4_reverse_num2,101.7948808106,31565.198030400003,proteozyme,310.0863007947359
HACD7_reverse_num1,101.7948808106,23943.3205788,proteozyme,235.2114407732256
HACD7_reverse_num2,210.2509481694,23943.3205788,proteozyme,113.87972699894212
ADK1_reverse,31.151751978,16170.041649600002,proteozyme,519.0732662811264
SERASr_reverse,187.537879043,133230.481416,proteozyme,710.4190475858585
MLTP2_reverse,239.1190836304,20152.0411596,proteozyme,84.27617258164335
CYTK1_reverse,32.6842448899,22437.4454532,proteozyme,686.4911681081412
CYTK2_reverse,32.6842448899,10897.8819516,proteozyme,333.4292099545379
GK1_reverse,62.3212023142,27785.5574184,proteozyme,445.8443737705138
HACD1_reverse_num1,210.2509481694,41623.13358,proteozyme,197.96882697748447
HACD1_reverse_num2,101.7948808106,41623.13358,proteozyme,408.8922080221714
HACD2_reverse_num1,210.2509481694,39702.909276,proteozyme,188.83581558933665
HACD2_reverse_num2,101.7948808106,39702.909276,proteozyme,390.02854524552566
NDPK7_reverse_num1,31.151751978,10352.406456,proteozyme,332.32180531326395
NDPK7_reverse_num2,81.6948289874,10352.406456,proteozyme,126.7204618005465
GLYAT_reverse,113.8956709593,50081.793552,proteozyme,439.71639246847633
CRNBTCT_reverse,119.2043859555,128941.34176799998,proteozyme,1081.6828653950272
CRNCBCT_reverse,119.2043859555,23925.2854176,proteozyme,200.70809665117116
CRNCDH_reverse,37.2328550246,14573.285082,proteozyme,391.40928280604135
NDPK2_reverse_num1,31.151751978,13143.6576504,proteozyme,421.9235457345166
NDPK2_reverse_num2,81.6948289874,13143.6576504,proteozyme,160.88726561172163
NDPK3_reverse_num1,81.6948289874,23476.2707952,proteozyme,287.3654438865501
NDPK3_reverse_num2,31.151751978,23476.2707952,proteozyme,753.6099674836722
NDPK4_reverse_num1,31.151751978,25751.5097292,proteozyme,826.6472379269788
NDPK4_reverse_num2,81.6948289874,25751.5097292,proteozyme,315.2159083798525
DGK1_reverse,62.3212023142,10053.5491188,proteozyme,161.3182792609455
DTMPK_reverse,31.4120763363,22465.870776,proteozyme,715.1985286002343
NDPK1_reverse_num1,31.151751978,9805.8670452,proteozyme,314.77738562264824
NDPK1_reverse_num2,81.6948289874,9805.8670452,proteozyme,120.030449500205
PGMT_reverse_num1,77.08163305299999,29407.459248000003,proteozyme,381.5105892707274
PGMT_reverse_num2,27.4453987854,29407.459248000003,proteozyme,1071.489595685662
PGMT_reverse_num3,31.123883667700003,29407.459248000003,proteozyme,944.8518559564824
UMPK_reverse_num1,32.6842448899,27813.8112372,proteozyme,850.9852784084037
UMPK_reverse_num2,205.8049620968,27813.8112372,proteozyme,135.14645591546923
DDPGALA_reverse,28.2521269338,53869.172436,proteozyme,1906.729803466674
F6PA_reverse_num1,303.7357894186,19796.270806800003,proteozyme,65.17595718533303
F6PA_reverse_num2,31.1110721696,19796.270806800003,proteozyme,636.3095009674341
IDOND_reverse,49.0622263218,19846.4274864,proteozyme,404.5154281468382
MCOATA_reverse,54.2265808291,9518.8696956,proteozyme,175.53881417675186
DAPE_reverse,79.79727441829999,109969.788744,proteozyme,1378.1145978437144
SDPTA_reverse_num1,120.9158436089,27000.0,proteozyme,223.295799740942
SDPTA_reverse_num2,59.0769875943,27000.0,proteozyme,457.0307508808231
SDPTA_reverse_num3,115.6124117047,27000.0,proteozyme,233.5389393049256
SDPTA_reverse_num4,115.34403063109998,27000.0,proteozyme,234.0823348401356
SDPTA_reverse_num5,105.0894169818,27000.0,proteozyme,256.9240631021487
ARAI_reverse,444.3660191347,37923.435324,proteozyme,85.34278880695493
M1PD_reverse,54.335280447,24491.6145612,proteozyme,450.7497588990957
G3PD2_reverse,96.0508390336,122400.0,proteozyme,1274.3251514667422
FCI_reverse,514.91656178,60125.13198,proteozyme,116.76674716415256
FCLPA_reverse_num1,30.6716509925,19739.3307264,proteozyme,643.5692272068031
FCLPA_reverse_num2,125.6072293049,19739.3307264,proteozyme,157.1512311483648
UAGAAT_reverse,122.6727358535,9875.081682,proteozyme,80.49940040298084
PRPPS_reverse,45.1946067459,9727.446006,proteozyme,215.23466418661693
PRMICI_reverse,34.3831551998,38487.189888,proteozyme,1119.3617823713826
SERAT_reverse,232.3237065454,56837.934288,proteozyme,244.64973950858047
ASPK_reverse_num1,234.8009483842,131867.8614,proteozyme,561.615539917783
ASPK_reverse_num2,470.830479813,131867.8614,proteozyme,280.07503136240035
ASPK_reverse_num3,128.1988500855,131867.8614,proteozyme,1028.61968974022
ASAD_reverse,105.7091236734,22680.0,proteozyme,214.55101709169745
CBMKr_reverse,41.7946728893,10062.3019464,proteozyme,240.7556095259232
AMANAPEr_reverse,31.7958929701,586980.06156,proteozyme,18460.87675889399
NNATr_reverse,32.395920143999994,41349.304224,proteozyme,1276.3738162151956
GAPD_reverse,187.72146649,56839.885308,proteozyme,302.78841504270844
ARGSL_reverse,66.4589199686,10424.1816144,proteozyme,156.85150494960098
ACOATA_reverse,99.9426287554,9801.9899352,proteozyme,98.07616686958906
MLTP3_reverse,239.1190836304,10299.2468796,proteozyme,43.071622403501976
OCBT_reverse_num1,146.2377035649,19557.839718,proteozyme,133.74006320688886
OCBT_reverse_num2,145.9208501222,19557.839718,proteozyme,134.0304672130232
GARFT_reverse,30.6925192059,40052.347596,proteozyme,1304.9547131439367
PHETA1_reverse_num1,115.1010083991,31007.8638648,proteozyme,269.39697832432245
PHETA1_reverse_num2,115.0071014388,31007.8638648,proteozyme,269.61694953507333
PHETA1_reverse_num3,270.1798343487,31007.8638648,proteozyme,114.7674989865475
MCITL2_reverse,169.7703123378,20380.4504208,proteozyme,120.04719871309452
ACOTA_reverse_num1,120.9158436089,32625.378558,proteozyme,269.8188887762812
ACOTA_reverse_num2,115.34403063109998,32625.378558,proteozyme,282.8527699222198
ACOTA_reverse_num3,115.6124117047,32625.378558,proteozyme,282.1961593650734
ACOTA_reverse_num4,59.0769875943,32625.378558,proteozyme,552.2518985234758
PRAGSr_reverse,60.67683992919999,17654.1014664,proteozyme,290.95288230236554
PPAKr_reverse,57.30054790929999,9938.8988064,proteozyme,173.45207278178393
PPM2_reverse,58.60269801,26740.7498952,proteozyme,456.305781188384
G6PDH2r_reverse,73.5728675012,27844.1158788,proteozyme,378.4563090237832
FBA3_reverse,103.4092616485,10772.908415999998,proteozyme,104.17740388301344
ADK3_reverse,31.151751978,12279.1934592,proteozyme,394.1734470623616
HSDy_reverse_num1,234.8009483842,638760.41568,proteozyme,2720.4337123664823
HSDy_reverse_num2,470.830479813,638760.41568,proteozyme,1356.6675121238898
ACACT7r_reverse_num1,61.4562280765,26653.2904476,proteozyme,433.695514381753
ACACT7r_reverse_num2,107.9763626052,26653.2904476,proteozyme,246.84375176680024
ACACT2r_reverse_num1,61.4562280765,48623.592996,proteozyme,791.1906493101711
ACACT2r_reverse_num2,107.9763626052,48623.592996,proteozyme,450.31701219446666
ACACT3r_reverse_num1,61.4562280765,36960.012612,proteozyme,601.4038571646897
ACACT3r_reverse_num2,107.9763626052,36960.012612,proteozyme,342.2972558090233
ACACT4r_reverse_num1,61.4562280765,34554.8772252,proteozyme,562.2681102749503
ACACT4r_reverse_num2,107.9763626052,34554.8772252,proteozyme,320.0226085735535
AHGDx_reverse,233.3846834963,28540.1640672,proteozyme,122.28807666229076
TKT2_reverse_num1,190.7506593655,149806.84914,proteozyme,785.3542925529447
TKT2_reverse_num2,96.4728260071,149806.84914,proteozyme,1552.8398549139097
ATPS4rpp_reverse_num1,718.0308451212001,394887.40776,proteozyme,549.9588359513232
ATPS4rpp_reverse_num2,700.0264638171,394887.40776,proteozyme,564.1035420386258
ECOAH8_reverse_num1,101.7948808106,24530.3731008,proteozyme,240.97845496220305
ECOAH8_reverse_num2,210.2509481694,24530.3731008,proteozyme,116.6718786021159
ECOAH5_reverse_num1,101.7948808106,31162.638096,proteozyme,306.1316821420651
ECOAH5_reverse_num2,210.2509481694,31162.638096,proteozyme,148.21639743993993
TRSARr_reverse_num1,162.7222713779,21843.3158892,proteozyme,134.23679318285764
TRSARr_reverse_num2,40.1876883802,21843.3158892,proteozyme,543.5325287324051
ACACT5r_reverse_num1,107.9763626052,35501.718114,proteozyme,328.7915730575859
ACACT5r_reverse_num2,61.4562280765,35501.718114,proteozyme,577.6748626649828
MTHFC_reverse,82.0034936375,53981.9901,proteozyme,658.2889058194244
MTHFD_reverse,82.0034936375,28796.2873092,proteozyme,351.1592742194038
ACACT6r_reverse_num1,61.4562280765,29980.3013244,proteozyme,487.8317830876452
ACACT6r_reverse_num2,107.9763626052,29980.3013244,proteozyme,277.6561517822067
GGGABADr_reverse,70.55384457779999,20083.1602464,proteozyme,284.65011887841524
MALTATr_reverse,79.626762624,10202.8467096,proteozyme,128.13338597951238
ALAGLUE_reverse,45.796483002,22236.8058324,proteozyme,485.5570640965788
CBLAT_reverse,29.0555531497,27183.757464,proteozyme,935.57872823635
ARABDI_reverse,514.91656178,45079.516404,proteozyme,87.54722560906943
FRULYSDG_reverse,611.2944242084,10651.821642,proteozyme,17.425026665004594
ALLPI_reverse,42.4583613218,10258.1760564,proteozyme,241.60555746961904
ALLULPE_reverse,34.4843264116,110777.1111,proteozyme,3212.390167572949
DHPTPE_reverse,148.7933993199,17788.0914108,proteozyme,119.54892819241462
FALDH2_reverse,103.968609014,22410.3303072,proteozyme,215.54900579830127
CBIAT_reverse,29.0555531497,21148.3138716,proteozyme,727.8578990611423
GLUDy_reverse_num1,384.9897443786,666000.0,proteozyme,1729.9162113395253
GLUDy_reverse_num2,1137.514425477,666000.0,proteozyme,585.4870805007353
HACD3_reverse_num1,210.2509481694,36814.264236,proteozyme,175.09678104442412
HACD3_reverse_num2,101.7948808106,36814.264236,proteozyme,361.65143023740825
E4PD_reverse_num1,197.0561617448,19375.4878416,proteozyme,98.32469926361634
E4PD_reverse_num2,187.72146649,19375.4878416,proteozyme,103.21402343525874
DADK_reverse,31.151751978,13343.7770892,proteozyme,428.3475644844517
CRNCAR_reverse,37.2328550246,20738.5923816,proteozyme,556.9971029054278
DHFR_reverse_num1,34.8001232359,20559.7406448,proteozyme,590.7950528057457
DHFR_reverse_num2,23.7731215362,20559.7406448,proteozyme,864.8313438137732
TYRTA_reverse_num1,115.1010083991,24103.015866,proteozyme,209.40751259472432
TYRTA_reverse_num2,115.0071014388,24103.015866,proteozyme,209.5785004965646
